,city,country,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,data_quality
2783,Alyptville,Jijyvland,9.792,35.923,6.397,32.825,61.293,51.181,56.057,29.518,45.97,2.094,38.358,53.595,26.215,20.188,81.028,72.705,22.051,27.974,36.671,3.007,63.583,58.301,104.761,48.663,94.081,23.874,31.813,68.403,18.662,3.761,35.581,51.882,46.241,4.235,37.971,38.939,89.126,104.084,10.527,18.578,66.921,35.986,101.959,0.252,119.661,1.304,38.515,27.988,93.291,46.152,79.09,45.514,72.869,81.291,14.517,1
2784,Luwmfmtwville,Uqmysxland,7.396,31.148,7.112,4.825,33.076,0.912,23.647,35.753,27.288,1.394,57.607,51.71,105.396,25.08,29.455,54.812,67.089,56.715,98.863,1.173,50.935,63.168,63.462,94.763,67.203,50.74,29.68,21.022,63.967,2.457,1.08,43.078,89.995,93.887,12.235,144.588,15.766,17.173,2.849,38.242,10.975,71.746,37.261,62.496,72.31,44.042,87.619,30.933,9.759,57.537,55.999,54.482,65.872,89.34,57.83,1
2785,Luwmfmtwville,Qanoland,7.46,37.904,9.884,31.679,99.826,47.433,61.049,82.317,8.277,1.25,84.989,75.305,39.82,35.499,15.451,86.393,80.451,45.533,37.884,1.482,90.36,107.132,38.573,94.951,106.804,104.874,51.385,4.159,35.685,1.368,2.241,126.507,66.22,12.101,141.132,70.661,62.532,19.843,22.528,5.073,128.684,64.516,23.125,4.398,87.846,22.561,48.829,113.068,58.194,73.389,31.664,21.735,50.507,20.853,81.232,1
2786,Lxvlsville,Edxbsland,9.825,43.242,7.808,76.098,9.859,131.284,31.82,0.68,2.813,1.319,6.002,11.619,55.159,57.201,46.738,78.137,56.196,97.113,3.884,1.651,15.822,91.016,1.092,113.893,49.624,38.23,23.36,38.366,80.916,2.117,105.225,27.946,67.162,0.06,90.362,39.66,98.137,42.067,47.7,53.524,101.212,12.226,46.911,121.919,86.147,113.168,30.713,9.576,56.957,2.222,125.448,5.44,41.96,141.902,0.795,1
2787,Jjckkkaville,Njjivsland,11.074,32.506,9.448,77.305,36.571,75.318,36.515,66.102,21.979,1.684,32.498,34.856,9.723,15.794,59.962,16.927,29.284,78.402,135.663,1.108,76.521,105.941,61.731,55.217,66.867,29.742,82.566,85.655,102.295,4.177,19.275,62.405,28.619,56.793,101.053,86.381,48.861,84.456,119.421,13.703,20.379,6.171,81.424,90.331,40.366,82.327,18.041,47.96,99.854,62.585,109.502,63.586,91.297,61.911,91.691,1
2788,Udhwuville,Dqfpland,9.132,30.581,6.726,65.032,70.742,35.983,7.978,99.663,90.626,1.846,4.325,16.547,59.386,49.563,40.575,94.426,38.925,13.463,76.569,1.625,26.625,98.003,0.826,74.873,68.706,106.329,56.856,89.071,55.278,3.975,50.008,83.081,14.333,114.666,22.904,134.299,58.896,83.882,111.327,21.74,45.694,119.517,54.345,108.619,64.765,70.191,108.325,13.128,85.848,3.509,39.001,27.201,52.946,83.357,47.979,1
2789,Niiicville,Duufland,16.381,32.086,6.142,0.798,94.43,97.562,110.876,3.215,32.416,2.397,20.191,95.019,19.823,110.675,82.944,1.915,102.001,101.984,44.856,0.181,4.827,71.774,85.825,7.285,40.241,45.033,10.251,24.426,28.665,2.079,17.336,19.298,135.261,103.094,50.084,138.091,1.707,45.915,49.188,98.528,66.747,31.175,106.731,122.237,8.04,40.15,21.416,62.536,38.242,27.63,46.761,38.44,20.966,20.045,28.376,0
2790,Xqfodville,Uahnbkland,9.272,23.824,8.009,91.519,3.683,98.674,68.486,47.137,7.952,2.131,52.409,80.946,30.54,2.435,13.506,63.412,12.544,28.761,86.385,1.338,58.827,53.641,90.902,2.982,78.743,84.812,88.783,5.888,110.837,2.668,52.77,116.866,92.903,34.498,74.779,43.5,72.166,46.827,133.568,37.459,73.735,119.517,21.867,76.295,24.095,49.743,53.093,4.556,34.28,101.158,31.535,9.416,39.952,115.258,50.413,1
2791,Hocgneqfville,Dymxtland,5.117,39.875,9.467,15.336,51.156,17.782,47.13,24.906,78.546,1.817,81.493,82.697,41.205,33.903,52.067,70.053,111.091,52.49,60.841,1.257,42.466,33.146,26.25,44.199,54.546,24.126,56.889,67.045,60.278,2.089,1.248,67.3,31.141,78.498,37.206,67.538,11.542,29.725,8.935,66.215,50.88,64.812,24.73,6.621,10.039,70.958,53.314,4.168,5.216,47.63,84.129,9.491,14.511,47.947,6.526,1
2792,Szayrville,Qanoland,15.741,38.337,7.771,45.08,10.314,47.099,1.791,52.05,35.224,2.158,33.865,45.683,45.541,39.613,79.847,52.984,53.404,52.707,63.786,1.818,20.899,68.54,24.392,49.13,38.068,119.552,91.787,91.644,35.547,2.197,16.294,2.385,88.584,15.143,72.946,98.565,59.192,18.845,39.522,70.143,20.477,75.169,52.251,77.693,14.784,14.903,84.676,65.06,88.862,58.757,82.923,13.516,7.904,21.266,70.732,1
2793,Szayrville,Ewsszkland,9.359,26.432,7.778,24.12,57.261,69.436,38.144,28.469,93.077,1.762,14.078,78.167,36.397,83.739,88.856,121.905,53.995,51.788,121.131,1.694,95.312,62.336,47.262,64.831,81.777,98.996,27.257,93.796,81.626,2.376,51.351,71.109,70.62,10.144,10.569,40.377,83.923,60.23,46.476,130.862,40.755,47.786,7.899,51.457,28.426,28.405,17.618,3.839,15.057,71.577,6.667,83.438,97.059,3.107,44.991,1
2794,Szayrville,Bhrsnland,9.242,36.659,8.078,26.885,1.539,17.777,43.637,122.08,11.435,1.728,12.986,68.155,58.151,44.859,24.491,31.668,136.433,11.261,20.959,1.562,13.487,64.735,58.053,4.401,1.956,2.826,10.016,13.794,31.917,4.602,31.1,25.862,13.03,72.537,14.876,17.371,15.05,47.629,64.504,54.68,9.976,119.215,40.148,72.921,97.911,32.067,92.944,37.268,52.453,72.325,31.31,63.458,22.318,114.764,29.189,0
2795,Bopomkeyville,Klglxeland,10.236,31.173,6.172,142.719,72.072,82.252,69.743,29.719,136.697,1.339,27.928,54.018,21.366,49.443,78.127,7.627,43.759,49.352,27.347,1.742,33.157,36.048,76.647,99.12,40.548,12.816,121.977,8.566,13.548,4.072,42.157,12.345,30.625,15.915,66.874,104.547,41.82,76.525,13.582,50.742,24.136,54.469,7.321,73.39,44.326,9.85,70.294,8.21,71.232,10.422,29.369,46.453,38.335,1.574,62.065,0
2796,Xcxhsismville,Duufland,11.521,26.361,11.429,63.222,46.312,23.434,45.419,16.13,15.176,1.726,23.563,26.939,128.718,53.27,33.436,50.359,70.669,8.89,20.014,0.759,8.095,65.866,31.903,135.33,74.767,69.604,30.517,38.619,12.011,1.874,1.666,98.801,17.821,43.413,62.548,25.067,62.413,24.475,40.964,24.821,127.193,97.5,25.428,28.217,100.297,44.961,75.699,61.641,93.135,11.149,9.181,11.243,57.981,1.86,66.961,1
2797,Xqfodville,Xfvzvland,10.58,30.147,9.84,89.675,3.742,86.85,24.114,59.793,41.727,1.942,18.018,121.27,30.914,55.559,37.559,72.172,9.551,48.107,20.761,2.43,82.859,47.303,27.236,31.964,97.145,90.259,37.306,61.036,130.313,2.217,11.406,19.609,47.345,14.138,4.545,33.583,39.824,35.866,55.748,36.478,23.427,56.286,42.259,56.254,77.67,62.389,11.343,16.811,105.555,59.537,22.582,48.246,41.308,27.499,38.885,1
2798,Szayrville,Krstryland,11.391,39.324,9.673,57.111,5.173,29.359,54.933,57.31,122.912,1.601,67.813,65.756,33.527,106.664,95.641,5.074,52.95,29.566,25.229,0.917,38.528,4.231,35.699,17.142,5.497,30.908,21.832,124.524,124.334,1.863,15.977,42.423,6.312,3.291,24.51,60.258,9.671,8.455,38.979,116.212,74.427,76.695,60.326,79.746,1.836,13.928,29.485,9.971,93.694,9.834,70.458,103.644,14.881,25.51,17.828,1
2799,Khypvpywville,Oexcsiland,10.907,37.066,7.927,76.346,6.88,50.148,55.224,117.517,45.428,0.791,74.435,52.996,95.926,34.396,24.498,63.324,31.699,56.844,41.844,2.163,40.152,49.229,24.458,74.363,36.399,92.735,10.27,86.693,97.991,4.531,81.849,21.039,101.223,36.768,133.427,55.313,29.084,26.437,62.338,2.013,29.184,33.35,18.596,11.104,68.402,26.774,76.54,128.165,43.351,7.863,84.253,3.139,26.362,62.376,51.363,1
2800,Acrngtville,Klglxeland,9.116,45.482,4.879,41.025,57.766,26.404,20.891,0.466,34.277,2.162,31.611,7.717,80.571,56.406,73.719,3.281,19.585,50.918,34.64,1.311,9.584,33.38,136.778,55.557,105.563,51.242,1.762,79.199,57.215,4.622,37.712,57.243,48.103,69.878,2.615,46.464,91.077,104.118,36.904,110.358,72.92,34.836,44.272,94.862,57.108,39.063,65.384,47.655,56.884,101.332,68.952,49.422,52.542,36.012,56.982,1
2801,Vrnjwszville,Ixiyyhland,4.469,31.925,9.368,33.186,74.418,38.552,60.001,12.625,9.282,1.551,84.781,108.353,114.813,26.919,16.648,16.217,23.97,65.973,9.524,2.48,94.928,94.394,7.077,12.072,32.682,87.133,43.571,26.553,32.05,2.424,107.137,74.998,72.323,54.143,58.076,68.922,95.052,79.696,57.688,15.872,95.218,54.73,89.027,3.757,80.437,49.91,97.971,85.773,28.212,74.272,54.221,87.697,14.184,54.746,57.943,1
2802,Ovvwyville,Fqrgzland,13.153,32.655,5.572,25.927,84.911,111.75,4.027,81.835,48.972,1.108,1.338,51.155,86.154,46.338,57.55,62.001,12.67,45.859,44.638,2.401,55.34,83.068,10.362,11.89,10.269,4.248,23.674,79.962,40.231,0.933,106.103,6.368,80.809,38.492,75.571,32.682,82.359,5.652,63.213,49.731,72.279,40.157,80.31,24.1,19.921,40.872,101.387,71.49,82.126,22.111,62.461,28.611,139.458,38.56,62.095,0
2803,Lxvlsville,Xbdtland,13.843,36.421,9.196,32.728,9.844,3.382,13.097,13.359,77.256,1.535,43.28,6.253,98.069,33.244,26.558,103.812,82.255,48.715,75.544,2.544,54.953,91.643,8.873,57.049,19.167,57.031,125.219,79.879,5.239,1.214,38.81,38.706,41.022,84.835,60.042,73.207,108.396,57.673,64.758,8.945,81.137,15.277,47.068,49.921,30.534,3.244,34.637,45.11,97.742,19.342,20.776,110.588,57.662,42.882,19.778,1
2804,Agbizvzville,Jeghland,8.263,37.202,7.726,38.079,47.356,85.412,49.629,68.072,80.393,2.002,47.695,17.107,84.308,120.704,54.674,22.806,69.802,71.189,117.855,1.949,94.918,68.846,21.701,10.335,18.008,46.23,44.603,99.818,3.669,5.069,24.553,49.353,23.513,35.839,59.327,24.96,107.121,71.278,24.55,73.095,64.826,4.295,74.777,67.266,69.915,81.483,52.459,30.537,29.151,102.476,0.114,77.119,94.622,28.825,4.474,1
2805,Axdldqjtville,Xfvzvland,12.311,30.252,9.424,13.572,58.169,28.329,70.233,128.792,83.804,1.454,10.185,43.04,24.893,43.305,28.977,2.849,89.311,36.062,103.188,1.755,128.792,37.315,31.133,44.493,40.406,29.427,48.12,58.566,63.967,1.803,36.272,22.165,26.432,92.644,62.666,50.835,96.481,111.302,50.096,23.293,36.101,11.843,47.616,56.582,27.505,38.364,34.527,1.263,39.688,46.096,39.626,73.092,36.064,27.006,26.824,1
2806,Fphkrzville,Bqcpland,11.825,36.614,10.353,123.26,47.827,11.875,45.259,19.681,65.2,1.848,69.908,89.477,3.396,69.885,21.355,19.573,16.301,0.714,13.223,2.323,96.877,6.876,31.237,59.343,39.658,30.817,16.883,63.494,59.719,2.849,14.654,8.429,1.12,83.337,14.208,34.605,6.766,57.462,18.144,18.982,83.074,6.963,80.264,15.963,32.403,56.859,37.239,75.817,14.993,39.208,60.888,64.79,18.757,95.999,8.267,1
2807,Apzjbbville,Woxaland,11.951,41.484,8.457,79.591,81.741,22.515,27.324,73.489,31.061,1.852,77.321,54.998,77.859,24.283,113.488,70.592,94.118,20.737,128.475,0.767,108.238,89.458,20.523,10.269,40.078,13.41,1.33,117.658,8.326,4.367,16.974,99.704,104.941,9.295,18.904,104.825,67.707,84.375,59.277,25.025,113.362,48.582,66.041,33.362,20.713,32.02,111.768,61.312,61.423,116.222,3.48,46.005,75.798,27.866,32.974,1
2808,Ficleacgville,Fqrgzland,13.671,40.916,9.246,28.516,66.917,40.234,11.961,45.099,22.324,2.032,118.998,109.041,26.168,24.101,25.89,56.398,6.299,15.86,49.841,2.258,46.11,1.948,20.64,15.47,20.729,43.391,80.825,75.31,12.57,2.199,24.395,98.874,25.451,129.998,2.107,37.663,16.062,88.03,56.017,125.791,110.498,48.783,43.688,40.212,55.411,62.205,68.479,46.502,18.688,27.911,30.17,13.155,47.428,37.137,111.192,1
2809,Etlpmville,Jdeihbland,9.33,39.358,10.205,11.135,141.833,43.966,77.917,1.741,26.706,1.489,53.348,63.395,74.665,92.432,39.518,45.193,79.938,21.936,37.768,2.467,56.292,44.61,84.965,47.179,22.019,21.165,93.824,24.009,12.86,0.536,92.853,2.32,20.172,26.228,98.866,6.172,29.669,18.808,106.728,23.041,24.244,46.526,79.613,22.23,61.572,27.569,33.704,32.858,26.631,51.088,7.623,127.887,25.984,57.497,16.57,1
2810,Smlfthcville,Edxbsland,6.876,35.086,10.122,52.138,10.269,68.255,97.662,6.818,15.491,1.755,31.786,65.734,80.177,1.819,15.553,18.15,98.795,5.34,77.654,2.259,23.597,15.19,24.429,16.077,41.164,22.321,12.426,41.395,14.5,4.204,30.158,58.835,21.119,3.357,75.227,10.624,43.15,14.914,24.179,54.097,4.723,56.56,109.662,47.75,70.888,85.167,94.237,4.989,90.373,61.008,25.887,0.759,95.963,52.677,13.463,1
2811,Uovylgville,Dlemtmland,5.877,26.831,8.692,16.892,57.109,24.171,44.851,138.605,61.817,1.7,1.512,23.239,7.344,51.642,91.267,72.576,2.108,58.228,70.375,0.527,104.971,49.699,30.404,7.763,46.198,67.92,77.126,78.231,70.367,3.054,115.202,97.145,8.273,23.618,20.515,60.595,110.757,0.341,68.67,41.345,105.55,102.614,52.732,96.349,5.939,45.283,39.456,37.806,78.883,1.463,68.871,54.734,25.252,24.847,94.79,0
2812,Mawxeville,Qanoland,12.248,28.465,9.48,24.002,31.63,92.031,22.528,24.441,48.444,1.768,8.327,16.532,80.616,28.095,44.171,38.62,111.846,71.446,8.799,1.101,69.606,44.12,30.265,50.933,93.957,2.211,116.536,114.104,81.448,1.578,7.158,93.491,46.609,44.128,38.852,26.17,13.457,129.635,57.255,5.027,50.733,45.337,35.812,52.529,72.636,73.598,38.897,64.694,40.594,101.421,7.747,39.237,84.221,47.439,64.532,0
2813,Bmvijifsville,Uqmysxland,12.933,27.262,8.51,72.681,19.325,1.06,53.065,10.674,85.831,0.866,66.774,28.246,107.436,2.619,3.378,111.092,91.156,94.998,52.057,0.634,17.539,6.729,80.314,7.132,25.786,62.211,16.904,5.223,48.139,4.811,7.058,7.768,84.359,126.13,25.204,18.579,19.88,54.144,38.339,60.299,7.563,112.89,35.993,55.029,17.853,64.685,29.511,22.885,39.76,8.251,76.791,33.888,71.192,79.227,131.135,1
2814,Lgmiexiville,Ixiyyhland,11.949,38.838,8.232,0.477,102.413,61.224,43.498,29.349,114.902,1.836,32.326,22.958,74.793,56.866,30.363,120.909,12.102,114.003,20.201,0.735,71.35,9.625,72.626,79.459,89.478,67.381,34.598,34.749,29.375,4.389,86.123,32.093,71.369,114.278,97.264,48.764,53.15,110.38,47.452,102.189,26.138,46.254,17.681,34.795,54.32,65.433,56.398,3.518,0.26,54.186,23.968,91.153,68.287,52.24,4.436,1
2815,Innryeoville,Uqmysxland,5.631,25.237,9.576,58.695,5.635,90.76,54.746,24.593,101.353,1.889,26.907,12.925,19.254,109.364,79.558,36.692,50.308,60.802,49.244,1.558,29.677,123.978,55.032,90.261,92.683,20.02,58.836,56.562,7.406,2.729,57.585,15.89,57.139,34.086,98.113,34.511,79.806,49.921,22.754,34.843,89.918,23.529,36.725,87.122,71.677,85.038,100.668,17.748,26.106,60.484,58.165,31.721,63.948,29.236,108.619,1
2816,Jjckkkaville,Dqfpland,11.729,37.633,8.054,68.151,56.556,111.654,7.909,87.296,52.766,0.854,29.118,50.718,12.968,59.53,42.996,63.243,45.574,0.972,68.963,1.213,47.511,102.992,16.222,48.088,110.139,103.056,53.234,135.887,15.692,2.987,1.243,73.554,84.658,51.775,84.296,53.254,93.461,54.815,75.144,1.411,55.787,39.291,1.559,30.273,15.782,8.019,100.974,29.435,60.934,63.466,9.669,21.683,21.376,44.155,37.303,1
2817,Innryeoville,Xbdtland,9.776,27.827,10.08,44.218,12.636,17.218,91.766,79.572,46.672,1.997,114.948,24.935,36.845,44.606,108.551,24.441,80.487,2.323,27.823,0.755,8.803,17.806,38.996,25.868,17.003,26.406,30.262,30.116,74.899,4.701,42.764,91.07,47.878,22.025,57.947,107.322,11.004,48.935,79.095,5.045,136.994,71.053,28.435,68.371,91.143,52.179,75.804,26.347,10.533,23.514,24.469,14.941,71.914,0.636,34.968,1
2818,Xcxhsismville,Ljkphland,11.951,33.715,7.8,80.333,48.282,51.003,12.52,135.488,73.842,1.299,24.965,52.217,6.321,33.522,89.56,58.36,43.22,94.038,31.058,1.21,33.313,24.469,47.095,32.711,17.789,28.018,49.756,11.541,46.317,2.859,38.9,144.012,137.604,10.37,29.345,126.362,78.62,99.452,102.152,33.325,56.919,6.512,87.784,81.954,32.701,41.526,10.143,91.936,33.908,14.543,49.357,29.689,23.029,32.583,105.525,1
2819,Uovylgville,Ndwkklland,10.506,36.098,8.685,15.341,15.875,50.386,51.871,73.889,100.048,1.856,57.608,132.857,22.282,31.842,5.749,50.36,110.266,89.621,37.987,2.169,12.95,65.577,76.772,17.109,24.218,65.919,16.228,48.675,28.769,4.963,30.203,24.396,37.998,51.855,26.627,112.208,90.135,68.676,61.957,115.231,5.761,4.77,56.31,7.464,56.004,25.662,16.155,40.028,80.321,71.984,3.448,29.053,92.919,38.766,11.439,1
2820,Bopomkeyville,Zaikland,7.774,23.26,7.693,36.578,24.925,32.801,80.963,16.931,19.315,1.128,55.773,0.178,78.419,90.331,35.97,21.482,57.8,85.544,23.786,1.339,28.671,36.606,59.065,74.753,58.494,0.456,2.642,37.131,58.612,0.098,67.543,9.576,45.34,46.348,44.088,66.377,97.381,75.471,67.63,3.817,1.245,97.206,18.534,44.104,31.788,35.663,92.658,110.798,44.888,75.667,32.37,86.061,74.914,45.683,73.485,1
2821,Ficleacgville,Qanoland,9.035,23.815,8.962,101.618,52.781,62.875,16.276,92.511,2.174,1.424,39.771,34.465,9.021,1.721,20.273,85.283,59.088,93.155,56.813,1.149,119.806,136.995,139.341,43.456,33.883,103.725,6.332,77.311,45.145,3.481,49.778,35.437,85.328,63.107,54.644,90.911,50.471,54.624,49.249,2.271,115.207,84.555,7.824,41.137,60.572,69.534,40.663,19.01,98.011,78.442,40.707,121.485,59.365,5.871,62.467,1
2822,Xbdztusville,Rgjaland,7.648,34.961,9.495,73.156,111.671,54.218,38.839,68.461,17.376,1.662,44.371,65.939,41.054,97.488,44.446,137.58,118.913,67.881,8.449,0.865,49.275,59.67,12.895,64.077,55.527,37.413,73.526,110.758,25.834,3.179,61.33,56.092,22.315,20.49,99.119,63.868,53.573,10.684,4.772,82.051,69.504,17.223,61.108,58.654,31.547,90.159,20.119,19.901,86.05,65.437,87.764,9.815,62.221,37.52,0.954,1
2823,Dmnzuyville,Edxbsland,9.513,35.249,5.86,80.205,125.672,76.788,65.699,17.357,115.393,1.364,57.723,27.979,49.335,54.577,90.589,39.006,45.621,58.332,39.602,1.114,14.583,111.948,100.811,33.423,67.243,38.454,55.774,3.318,50.883,2.854,16.491,18.826,50.941,4.966,34.393,80.038,87.465,50.953,11.684,28.585,14.969,23.731,93.648,58.672,53.795,9.582,51.957,8.696,94.656,80.093,10.89,28.391,20.332,11.898,113.592,1
2824,Lxvlsville,Ixiyyhland,10.069,29.781,8.1,58.392,55.927,52.085,9.359,30.298,55.369,1.246,78.039,22.466,30.827,111.627,109.348,61.43,35.889,130.987,61.259,1.059,28.349,96.645,87.273,31.437,69.483,13.153,45.034,14.73,30.352,1.58,80.459,17.736,1.618,7.546,100.241,24.57,12.228,57.964,61.312,25.255,59.5,1.899,51.101,33.632,18.899,15.222,99.079,127.586,2.037,19.68,34.732,72.363,38.797,107.655,43.412,1
2825,Jzzgyyfkville,Kuzlvland,9.795,34.735,5.359,41.613,69.032,23.385,39.45,29.451,86.014,1.829,0.887,45.309,61.847,37.489,102.811,103.57,45.716,9.134,113.785,1.735,1.533,52.255,75.5,53.982,43.111,38.941,25.194,83.412,39.606,1.981,32.967,12.167,40.276,62.373,69.972,50.736,78.156,37.723,90.795,53.637,19.855,92.512,27.509,25.706,55.114,1.391,103.635,48.243,125.008,129.847,76.461,51.671,48.929,43.692,49.082,1
2826,Luwmfmtwville,Uahnbkland,7.76,30.917,7.111,33.603,4.017,49.319,53.258,82.129,125.435,1.603,12.924,4.446,49.825,61.952,54.288,12.734,2.233,26.919,42.818,1.994,20.247,76.669,40.282,23.99,41.839,0.603,35.799,0.133,14.56,3.405,21.888,75.828,113.779,133.508,40.69,38.199,26.758,10.611,90.269,54.482,57.962,13.967,12.728,3.22,52.831,19.352,47.459,77.252,19.128,31.063,83.629,65.183,2.675,30.834,4.992,1
2827,Fuzbhwuville,Zaikland,10.493,38.878,5.36,61.375,51.98,113.671,85.952,87.847,7.472,1.118,78.208,19.358,38.029,67.079,52.21,33,7.324,84.959,63.877,0.536,47.565,96.256,26.238,103.603,57.212,63.969,79.738,70.588,15.142,3.451,57.313,17.532,88.851,40.742,53.097,77.688,54.296,25.416,23.999,78.44,73.22,13.779,10.19,21.881,34.862,9.95,37.839,72.221,42.783,50.341,64.907,55.302,80.516,18.48,74.303,1
2828,Hocgneqfville,Ixiyyhland,10.921,34.075,6.262,15.037,77.791,92.79,63.524,27.616,65.102,1.25,50.756,11.159,37.91,81.744,60.735,83.598,51.461,5.056,50.24,0.373,11.083,30.759,59.857,16.318,58.016,36.755,7.684,6.114,68.328,4.292,52.233,55.78,69.482,22.682,65.027,12.064,99.927,76.332,15.532,30.572,37.013,84.354,109.568,61.607,21.136,28.733,70.321,33.184,8.42,47.394,50.65,32.451,138.298,44.09,11.493,0
2829,Acrngtville,Njjivsland,11.094,38.353,6.938,34.956,38.757,19.749,54.502,62.701,45.504,1.758,111.149,25.772,21.532,9.896,1.072,130.371,69.586,96.804,7.964,2.12,46.741,67.137,48.537,74.779,58.78,41.579,46.376,40.392,76.655,0.807,11.47,39.009,44.388,32.37,10.169,16.998,101.17,88.693,110.634,23.422,26.552,8.681,70.815,3.47,57.288,76.098,83.455,25.357,31.528,57.047,78.723,93.069,4.264,66.33,42.264,1
2830,Niiicville,Xnrealand,4.92,41.294,9.431,57.246,72.614,49.057,74.143,13.32,48.449,1.696,43.568,70.125,58.615,9.168,32.368,33.361,97.207,29.683,46.421,0.953,13.704,22.857,48.014,91.397,3.383,15.478,57.957,28.429,19.408,4.505,41.853,32.385,3.088,50.819,65.252,95.328,30.347,53.891,92.715,53.038,63.031,87.891,134.551,19.63,5.555,7.574,24.953,69.898,78.546,76.289,63.67,0.495,82.858,1.742,31.297,1
2831,Fzrzxlville,Ljkphland,8.899,28.638,7.473,34.652,1.051,24.466,15.066,56.895,62.178,2.484,17.615,6.527,50.116,44.532,2.248,85.753,39.944,15.577,130.014,1.646,50.696,25.144,73.141,29.693,6.935,11.926,50.119,79.379,19.081,1.547,1.53,23.582,35.559,122.83,47.183,14.909,35.386,83.487,10.624,93.647,57.393,105.528,63.729,56.201,85.287,93.513,33.251,48.867,11.826,1.405,41.313,39.731,61.932,71.444,118.867,1
2832,Yrxpuiville,Kfcfdcland,8.296,34.291,8.723,41.812,11.819,29.814,32.399,15.436,64.031,1.339,25.928,77.304,79.82,17.237,3.129,45.824,62.868,33.411,66.536,1.723,56.507,7.116,44.528,74.507,47.564,34.156,78.062,106.924,45.617,1.891,51.763,23.077,62.373,9.603,5.545,109.189,57.078,35.104,107.421,104.175,7.758,8.349,33.206,131.242,41.159,29.42,28.227,69.771,8.824,4.802,14.462,104.977,40.731,23.096,62.766,1
2833,Fmmzbcjjville,Kuzlvland,11.93,36.21,8.573,68.189,63.047,77.654,39.104,19.329,54.829,1.39,43.581,52.806,41.874,39.967,75.219,2.268,101.911,29.745,34.058,1.118,9.478,6.742,8.594,54.942,17.358,25.054,53.173,71.43,67.018,4.497,20.069,27.871,61.229,79.824,23.472,56.133,84.503,29.547,54.125,1.279,18.053,39.718,44.748,33.23,32.464,18.366,56.932,35.601,53.462,13.237,25.748,62.38,123.841,87.311,19.013,1
2834,Dmnzuyville,Wfcxbland,6.846,33.192,9.925,41.78,6.167,49.879,92,54.464,137.526,2.198,20.468,120.593,22.352,19.034,44.704,81.835,16.545,39.419,57.359,1.531,21.329,2.593,103.83,16.504,54.641,63.665,3.746,68.887,142.816,5.184,23.455,36.791,113.636,43.34,19.055,16.644,34.526,35.235,36.171,64.77,33.218,67.139,18.479,109.266,118.86,6.033,65.166,74.771,58.531,98.023,3.246,5.811,50.621,88.721,19.078,1
2835,Vrnjwszville,Dymxtland,12.321,27.438,7.944,23.614,89.175,47.091,102.309,42.352,0.047,2.328,23.088,20.298,109.869,72.552,16.825,107.536,81.505,46.428,48.6,2.983,70.583,84.254,106.505,37.367,25.157,0.061,16.272,113.725,59.107,0.447,51.906,21.588,38.099,47.568,2.056,0.376,30.349,22.467,32.66,86.323,15.785,102.556,28.028,29.089,14.902,23.754,21.593,10.884,104.402,83.62,126.045,30.518,63.564,82.997,43.798,1
2836,Bopomkeyville,Woxaland,9.31,37.069,11.244,135.631,43.898,89.822,5.26,44.895,65.538,1.209,19.095,124.585,16.173,38.951,58.438,77.165,39.914,40.099,42.467,1.62,35.801,115.95,50.291,22.431,56.38,83.613,51.22,48.726,51.125,2.449,39.567,41.64,96.292,17.258,92.848,30.337,39.927,36.113,95.846,63.662,30.858,32.495,32.617,39.531,111.67,5.401,54.163,17.408,62.519,11.442,85.293,97.709,98.853,7.503,17.576,1
2837,Ficleacgville,Mytsland,10.788,33.679,7.028,12.752,80.339,53.897,40.135,84.106,69.876,1.738,1.972,27.48,2.451,3.662,71.452,12.114,33.952,75.428,15.634,1.144,4.998,17.307,47.399,123.966,12.723,11.95,22.346,111.122,121.184,1.394,82.784,72.584,45.861,14.541,42.647,70.757,42.405,10.687,73.834,30.518,60.896,127.327,64.818,90.36,125.122,50.079,61.302,39.631,56.962,21.427,12.125,82.542,57.813,40.169,55.972,1
